,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,github_release_downloads,docs_url,trending,updated_github_id
11,DeepPavlov,deeppavlov/DeepPavlov,deeppavlov,[],nlp,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29,2024-02-15 11:20:05,2023-12-27 14:04:05,2705,5.0,1116.0,209.0,1045.0,20.0,614.0,6475,2023-12-27 14:49:16,1.5.0,62.0,An open source library for deep learning end-to-end dialog systems and chatbots.,374.0,374.0,76.0,https://pypi.org/project/deeppavlov,10757.0,10757.0,32,True,3,,,,
12,pandera,unionai-oss/pandera,pandera,[],data-testing,https://github.com/unionai-oss/pandera,https://github.com/unionai-oss/pandera,MIT,2018-11-01 02:18:34,2024-02-13 22:17:07,2024-02-08 20:49:32,633,19.0,242.0,20.0,630.0,302.0,423.0,2833,2023-12-08 21:11:15,0.18.0,78.0,"A light-weight, flexible, and expressive statistical data testing library.",1340.0,1340.0,113.0,https://pypi.org/project/pandera,1437403.0,1437403.0,32,True,1,,https://pandera.readthedocs.io/en/stable/pydantic_integration.html,-1.0,
13,beanie,roman-right/beanie,beanie,[],databases-document,https://github.com/roman-right/beanie,https://github.com/roman-right/beanie,Apache-2.0,2021-02-23 20:11:23,2024-02-15 17:08:19,2024-01-25 05:28:40,467,21.0,178.0,18.0,314.0,55.0,298.0,1686,2024-01-25 05:53:16,1.25.0,100.0,Asynchronous Python ODM for MongoDB.,1957.0,1957.0,71.0,https://pypi.org/project/beanie,209631.0,209631.0,31,True,1,,,,
14,ormar,collerek/ormar,ormar,[],databases-sql,https://github.com/collerek/ormar,https://github.com/collerek/ormar,MIT,2020-08-02 06:34:03,2024-02-14 17:59:40,2024-02-12 21:57:23,1315,18.0,76.0,16.0,765.0,69.0,178.0,1525,2023-06-18 17:05:55,0.12.2,77.0,python async orm with fastapi in mind and pydantic validation.,964.0,964.0,35.0,https://pypi.org/project/ormar,79375.0,79375.0,30,True,2,,,,
15,piccolo,piccolo-orm/piccolo,piccolo,[],databases-sql,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26,2024-02-01 15:54:25,2024-01-23 23:03:35,1741,13.0,82.0,15.0,435.0,92.0,244.0,1209,2024-01-23 23:06:33,1.3.0,100.0,"A fast, user friendly ORM and query builder which supports asyncio.",325.0,325.0,42.0,https://pypi.org/project/piccolo,18182.0,18182.0,29,True,3,,,,
16,aws-lambda-powertools-python,awslabs/aws-lambda-powertools-python,aws-lambda-powertools-python,[],aws,https://github.com/aws-powertools/powertools-lambda-python,https://github.com/aws-powertools/powertools-lambda-python,MIT-0,2019-11-15 12:26:12,2024-02-15 16:10:00,2024-02-15 09:25:58,3289,265.0,333.0,52.0,2698.0,82.0,807.0,2523,2024-02-09 13:26:35,2.33.1,100.0,A developer toolkit to implement Serverless best practices and increase developer velocity.,2076.0,2076.0,143.0,https://pypi.org/project/aws-lambda-powertools-python,,1.0,28,False,1,41.0,,,aws-powertools/powertools-lambda-python
17,Robusta,robusta-dev/robusta,robusta,[],monitoring,https://github.com/robusta-dev/robusta,https://github.com/robusta-dev/robusta,MIT,2021-06-20 08:45:36,2024-02-15 17:57:53,2024-02-15 15:33:34,1639,107.0,223.0,31.0,1039.0,116.0,139.0,2346,2024-02-14 11:06:59,0.10.29,100.0,"Kubernetes observability and automation, with an awesome Prometheus integration.",223.0,223.0,73.0,https://pypi.org/project/robusta,28.0,28.0,28,True,1,,,,
18,odmantic,art049/odmantic,odmantic,[],databases-document,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45,2024-02-05 04:29:24,2023-12-13 01:11:40,534,52.0,84.0,21.0,245.0,65.0,83.0,936,2023-12-13 12:49:48,1.0.0,19.0,Sync and Async ODM (Object Document Mapper) for MongoDB based on python type hints.,3199.0,3199.0,16.0,https://pypi.org/project/odmantic,20563.0,20563.0,28,True,3,,,,
19,strawberry,strawberry-graphql/strawberry,strawberry,[],graphql-server-integrations,https://github.com/strawberry-graphql/strawberry,https://github.com/strawberry-graphql/strawberry,MIT,2018-12-21 08:56:55,2024-02-15 13:11:14,2024-02-11 15:42:34,3049,45.0,482.0,44.0,2382.0,373.0,527.0,3664,2024-02-06 15:23:37,0.219.2,100.0,A GraphQL library for Python that leverages type annotations.,,,237.0,https://pypi.org/project/strawberry,542.0,600.0,27,True,1,467.0,https://strawberry.rocks/docs/integrations/pydantic#pydantic-support,,
20,OneFuzz,microsoft/onefuzz,onefuzz,[],security-testing,https://github.com/microsoft/onefuzz,https://github.com/microsoft/onefuzz,MIT,2020-07-27 22:23:30,2023-11-01 09:22:49,2023-10-31 21:19:19,2167,,192.0,91.0,2666.0,192.0,736.0,2797,2023-10-09 20:37:49,8.9.0,100.0,A self-hosted Fuzzing-As-A-Service platform.,12.0,12.0,33.0,https://pypi.org/project/onefuzz,1035.0,1473.0,26,True,1,17538.0,,,
21,elementary,elementary-data/elementary,elementary,[],data-observability,https://github.com/elementary-data/elementary,https://github.com/elementary-data/elementary,Apache-2.0,2021-08-30 08:45:23,2024-02-15 14:47:16,2024-02-15 10:35:55,4765,281.0,133.0,10.0,964.0,177.0,272.0,1655,2024-02-14 17:20:09,0.14.0,86.0,Open-source data observability for analytics engineers.,48.0,48.0,65.0,https://pypi.org/project/elementary,,,26,True,1,,,,
22,geojson-pydantic,developmentseed/geojson-pydantic,geojson-pydantic,[],geojson,https://github.com/developmentseed/geojson-pydantic,https://github.com/developmentseed/geojson-pydantic,MIT,2020-05-21 22:29:07,2024-01-16 18:12:09,2024-01-16 18:10:37,293,10.0,34.0,14.0,79.0,2.0,60.0,195,,,,Pydantic data models for the GeoJSON spec.,328.0,328.0,23.0,https://pypi.org/project/geojson-pydantic,144631.0,144631.0,24,True,1,,,,
23,pydantic-xml,dapper91/pydantic-xml,pydantic-xml,[],xml,https://github.com/dapper91/pydantic-xml,https://github.com/dapper91/pydantic-xml,Unlicense,2022-04-26 19:28:39,2024-02-03 16:58:49,2024-02-03 16:57:28,267,34.0,14.0,4.0,107.0,8.0,57.0,110,2024-02-03 17:00:02,2.9.0,33.0,python xml for humans.,65.0,65.0,9.0,https://pypi.org/project/pydantic-xml,62033.0,62033.0,23,True,1,,,1.0,
24,Opyrator,ml-tooling/opyrator,opyrator,[],ai-service-deployment-framework,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06,2024-02-06 00:06:40,2021-05-06 12:10:38,127,,155.0,50.0,60.0,,30.0,2998,2021-05-01 13:59:02,0.0.11,2.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",47.0,47.0,4.0,https://pypi.org/project/opyrator,442.0,442.0,22,True,3,,,,
25,flask-pydantic,bauerji/flask-pydantic,flask-pydantic,[],http-server-integrations,https://github.com/bauerji/flask-pydantic,https://github.com/bauerji/flask-pydantic,MIT,2020-01-06 17:45:59,2024-02-07 01:01:21,2024-01-08 16:14:23,162,7.0,52.0,7.0,45.0,19.0,24.0,322,,,,flask extension for integration with the awesome pydantic package.,545.0,545.0,13.0,https://pypi.org/project/flask-pydantic,156237.0,156237.0,22,True,2,,,,
26,redisOM,redis/redis-om-python,redis-om-python,[],databases-key-value,https://github.com/redis/redis-om-python,https://github.com/redis/redis-om-python,MIT,2021-08-31 01:10:13,2024-01-20 06:55:23,2023-09-06 12:16:36,550,,100.0,22.0,375.0,130.0,84.0,956,2023-07-18 14:52:05,0.2.1,17.0,"Object mapping, and more, for Redis and Python.",822.0,822.0,24.0,https://pypi.org/project/redis-om-python,,,21,True,1,,,,
27,djantic,jordaneremieff/djantic,djantic,[],http-server-integrations,https://github.com/jordaneremieff/djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2023-02-15 19:53:09,2023-02-13 12:15:42,120,,32.0,7.0,36.0,12.0,28.0,417,2022-04-14 10:14:45,0.7.0,15.0,Pydantic model support for Django.,67.0,67.0,4.0,https://pypi.org/project/djantic,19516.0,19516.0,20,True,2,,,,
28,graphene-pydantic,graphql-python/graphene-pydantic,graphene-pydantic,[],graphql-server-integrations,https://github.com/graphql-python/graphene-pydantic,https://github.com/graphql-python/graphene-pydantic,,2019-06-20 00:49:40,2024-02-03 15:46:48,2024-02-03 15:46:48,270,17.0,40.0,8.0,59.0,7.0,33.0,213,2022-01-25 16:40:44,0.2.0,5.0,Integrate GraphQL with your Pydantic models.,,,23.0,https://pypi.org/project/graphene-pydantic,10626.0,10626.0,19,True,3,,,,
29,pyngo,yezz123/pyngo,pyngo,[],http-server-integrations,https://github.com/yezz123/pyngo,https://github.com/yezz123/pyngo,MIT,2021-11-25 00:14:05,2024-02-13 00:28:35,2024-02-13 00:28:34,155,47.0,8.0,4.0,107.0,1.0,2.0,74,2024-01-21 22:09:18,2.0.1,10.0,Pydantic model support for Django & Django-Rest-Framework.,10.0,10.0,7.0,https://pypi.org/project/pyngo,6933.0,6933.0,19,True,3,,,,
30,pythogen,artsmolin/pythogen,pythogen,[],http-client-generators,https://github.com/artsmolin/pythogen,https://github.com/artsmolin/pythogen,MIT,2022-05-23 07:49:27,2024-02-02 12:46:57,2024-02-02 12:35:26,412,77.0,5.0,4.0,52.0,2.0,23.0,54,2024-02-02 12:46:57,0.2.38,87.0,Awesome python HTTP-clients from OpenAPI.,,,13.0,https://pypi.org/project/pythogen,728.0,728.0,18,True,1,,,,
31,pydbantic,codemation/pydbantic,pydbantic,[],databases-sql,https://github.com/codemation/pydbantic,https://github.com/codemation/pydbantic,Apache-2.0,2021-09-01 18:02:26,2023-10-03 08:00:16,2023-10-03 07:59:56,165,,14.0,5.0,42.0,6.0,18.0,219,2023-10-03 08:00:16,0.0.47,36.0,"A single model for shaping, creating, accessing, storing data within a Database.",14.0,14.0,9.0,https://pypi.org/project/pydbantic,1084.0,1084.0,17,True,3,,,-1.0,
32,pydantic-factories,starlite-api/pydantic-factories,pydantic-factories,[],data-generation,https://github.com/litestar-org/pydantic-factories,https://github.com/litestar-org/pydantic-factories,MIT,2023-03-25 12:51:12,2023-04-03 15:10:03,2023-04-03 15:09:07,309,,,2.0,,,,12,2023-04-03 15:10:03,1.17.3,1.0,Simple and powerful mock data generation using pydantic or dataclasses.,466.0,466.0,28.0,https://pypi.org/project/pydantic-factories,135547.0,135547.0,17,True,1,,,,litestar-org/pydantic-factories
33,patito,kolonialno/patito,patito,[],data-structures,https://github.com/kolonialno/patito,https://github.com/kolonialno/patito,MIT,2022-04-21 08:54:31,2023-07-29 13:51:20,2023-07-29 13:51:20,95,,4.0,31.0,38.0,25.0,4.0,200,2022-12-02 17:38:25,0.4.4,20.0,A data modelling layer built on top of polars and pydantic.,5.0,5.0,2.0,https://pypi.org/project/patito,1592.0,1592.0,15,True,1,,,,
34,pydantic-spark,godatadriven/pydantic-spark,pydantic-spark,[],data-structures,https://github.com/godatadriven/pydantic-spark,https://github.com/godatadriven/pydantic-spark,MIT,2022-02-03 10:43:26,2023-11-24 15:13:01,2023-11-24 15:12:46,33,8.0,4.0,3.0,39.0,,2.0,22,2023-11-24 15:13:57,1.0.1,3.0,,7.0,7.0,6.0,https://pypi.org/project/pydantic-spark,58474.0,58474.0,14,False,3,,,-1.0,
35,mongox,aminalaee/mongox,mongox,[],databases-document,https://github.com/aminalaee/mongox,https://github.com/aminalaee/mongox,MIT,2021-11-12 09:49:07,2023-03-01 09:00:21,2022-11-09 08:50:55,61,,6.0,6.0,84.0,4.0,13.0,120,2022-11-09 08:51:02,0.1.2,6.0,Familiar async Python MongoDB ODM.,5.0,5.0,8.0,https://pypi.org/project/mongox,60.0,60.0,12,True,3,,,,
36,pydantic-numpy,cheind/pydantic-numpy,pydantic-numpy,[],data-structures,https://github.com/cheind/pydantic-numpy,https://github.com/cheind/pydantic-numpy,MIT,2022-03-25 04:15:58,2022-12-09 11:37:55,2022-12-09 11:37:52,55,,3.0,3.0,7.0,3.0,3.0,54,,,,Seamlessly integrate numpy arrays into pydantic models.,,,5.0,https://pypi.org/project/pydantic-numpy,15591.0,15591.0,12,True,3,,,,
37,pydantic-aioredis,andrewthetechie/pydantic-aioredis,pydantic-aioredis,[],databases-key-value,https://github.com/andrewthetechie/pydantic-aioredis,https://github.com/andrewthetechie/pydantic-aioredis,,2021-08-06 19:12:00,2024-02-06 19:45:00,2023-12-08 04:49:03,726,2.0,4.0,2.0,785.0,1.0,25.0,47,2023-03-30 03:30:46,1.2.3,26.0,A Declarative ORM for Redis using Pydantic Models and aioredis.,6.0,6.0,6.0,https://pypi.org/project/pydantic-aioredis,754.0,754.0,12,True,3,,,,
38,pydantic-geojson,gb-libs/pydantic-geojson,pydantic-geojson,[],geojson,https://github.com/gb-libs/pydantic-geojson,https://github.com/gb-libs/pydantic-geojson,MIT,2022-01-18 09:59:26,2024-01-22 06:54:34,2024-01-22 06:54:27,59,5.0,4.0,1.0,19.0,3.0,7.0,19,,,,Pydantic validation for GeoJson.,,,6.0,https://pypi.org/project/pydantic-geojson,14235.0,14235.0,11,True,3,,,,
39,pydantic-ssm-settings,developmentseed/pydantic-ssm-settings,pydantic-ssm-settings,[],aws,https://github.com/developmentseed/pydantic-ssm-settings,https://github.com/developmentseed/pydantic-ssm-settings,MIT,2021-09-07 20:49:37,2023-12-29 12:15:20,2022-09-26 16:40:54,42,,4.0,3.0,13.0,,2.0,18,2022-09-26 16:39:42,0.2.4,5.0,Replace Pydantics builtin Secret Support with a configuration provider that loads parameters from AWS Systems Manager..,,,4.0,https://pypi.org/project/pydantic-ssm-settings,811.0,812.0,11,True,2,23.0,,,
40,sanic-pydantic,nf1s/sanic-pydantic,sanic-pydantic,[],http-server-integrations,https://github.com/nf1s/sanic-pydantic,https://github.com/nf1s/sanic-pydantic,MIT,2020-04-03 08:24:55,2023-02-11 01:45:39,2022-05-12 19:27:29,87,,3.0,,21.0,,5.0,7,2021-10-14 08:22:48,1.2.1,3.0,A library for parsing and validating http requests for sanic web-framework using pydantic library.,5.0,5.0,3.0,https://pypi.org/project/sanic-pydantic,47.0,47.0,11,True,3,,,,
41,aiohttp-pydantic,Maillol/aiohttp-pydantic,aiohttp-pydantic,[],http-server-integrations,https://github.com/Maillol/aiohttp-pydantic,https://github.com/Maillol/aiohttp-pydantic,MIT,2020-10-04 10:32:00,2023-10-01 15:51:46,2023-10-01 15:51:30,87,,15.0,2.0,27.0,10.0,13.0,60,,,,Aiohttp View that validates request body and query sting regarding the annotations declared in the View method.,,,9.0,https://pypi.org/project/aiohttp-pydantic,7129.0,7129.0,10,True,3,,,,
42,pydantic_schemaorg,lexiq-legal/pydantic_schemaorg,pydantic_schemaorg,[],schemas,https://github.com/lexiq-legal/pydantic_schemaorg,https://github.com/lexiq-legal/pydantic_schemaorg,MIT,2021-11-29 14:51:59,2022-12-12 20:58:08,2022-02-18 19:47:31,62,,5.0,1.0,2.0,7.0,4.0,45,2022-02-18 19:48:32,1.0.6a2,14.0,Schema.org classes in pydantic.,,,,https://pypi.org/project/pydantic_schemaorg,220.0,220.0,10,True,1,,,,
43,xsdata-pydantic,tefra/xsdata-pydantic,xsdata-pydantic,[],xml,https://github.com/tefra/xsdata-pydantic,https://github.com/tefra/xsdata-pydantic,MIT,2021-11-04 11:15:58,2023-08-30 16:04:13,2023-08-30 15:35:30,23,,6.0,3.0,12.0,5.0,7.0,36,2022-10-02 07:20:59,22.10,1.0,Naive XML & JSON Bindings for python pydantic classes!.,,,2.0,https://pypi.org/project/xsdata-pydantic,3509.0,3509.0,10,True,3,,,,
44,nebula-carina,nebula-contrib/nebula-carina,nebula-carina,[],databases-graph,https://github.com/nebula-contrib/nebula-carina,https://github.com/nebula-contrib/nebula-carina,MIT,2022-06-03 14:45:40,2023-12-25 08:10:29,2023-12-25 08:10:29,134,1.0,7.0,7.0,9.0,8.0,7.0,28,2023-02-20 14:39:56,release-0.3.1,6.0,A pydantic based python ORM framework for graph database NebulaGraph 3.,,,6.0,https://pypi.org/project/nebula-carina,25.0,25.0,10,True,1,,,,
45,jsonapi-pydantic,impocode/jsonapi-pydantic,jsonapi-pydantic,[],jsonapi,https://github.com/impocode/jsonapi-pydantic,https://github.com/impocode/jsonapi-pydantic,MIT,2022-07-22 14:48:18,2023-12-15 06:53:15,2023-12-15 06:51:22,24,5.0,1.0,2.0,2.0,,1.0,4,2023-12-06 08:09:39,0.2.3,9.0,jsonapi-pydantic provides a suite of Pydantic models matching the JSON:API specification.,1.0,1.0,,https://pypi.org/project/jsonapi-pydantic,212.0,213.0,10,True,1,28.0,,,
46,neontology,ontolocy/neontology,neontology,[],databases-graph,https://github.com/ontolocy/neontology,https://github.com/ontolocy/neontology,MIT,2022-08-09 14:03:49,2024-01-06 17:37:39,2024-01-06 17:37:39,54,22.0,4.0,2.0,25.0,,1.0,17,,,,"Easily ingest data into a Neo4j graph database with Python, pandas and Pydantic.",,,2.0,https://pypi.org/project/neontology,2150.0,2150.0,9,True,3,,,,
47,arangodantic,ioxiocom/arangodantic,arangodantic,[],databases-graph,https://github.com/ioxiocom/arangodantic,https://github.com/ioxiocom/arangodantic,BSD-3-Clause,2020-09-29 08:45:54,2023-11-21 04:07:58,2022-08-19 13:21:50,22,,7.0,6.0,18.0,2.0,,13,2022-08-05 10:56:33,0.3.1,3.0,,1.0,1.0,3.0,https://pypi.org/project/arangodantic,89.0,89.0,9,False,3,,,,
48,pydantic-kms-secrets,nplutt/pydantic-kms-secrets,pydantic-kms-secrets,[],aws,https://github.com/nplutt/pydantic-kms-secrets,https://github.com/nplutt/pydantic-kms-secrets,MIT,2020-07-18 03:41:21,2020-08-16 17:36:45,2020-08-16 17:34:46,15,,1.0,1.0,2.0,,,2,2020-08-16 17:36:45,0.3.0,4.0,Utility to decrypt and encrypt secrets using AWS KMS keys that also integrates with pydantic models which allows for..,,,,https://pypi.org/project/pydantic-kms-secrets,1098.0,1098.0,8,True,2,,,1.0,
49,lambdantic,koxudaxi/lambdantic,lambdantic,[],aws,https://github.com/koxudaxi/lambdantic,https://github.com/koxudaxi/lambdantic,MIT,2019-09-08 13:35:27,2020-04-20 16:29:21,2020-04-20 16:27:49,20,,1.0,4.0,7.0,,,15,2020-04-20 16:29:21,0.0.4,4.0,Pydantic model and lambda event handler for AWS Lambda.,,,2.0,https://pypi.org/project/lambdantic,32.0,32.0,7,True,3,,,,
50,aws-appconfig-pydantic,Validus-Risk-Management/aws-appconfig-pydantic,aws-appconfig-pydantic,[],aws,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,https://github.com/Validus-Risk-Management/aws-appconfig-pydantic,Apache-2.0,2021-09-23 14:21:07,2023-07-24 09:52:27,2023-07-24 09:52:25,28,,2.0,3.0,6.0,,,5,,,,AWS AppConfig + Pydantic.,,,4.0,https://pypi.org/project/aws-appconfig-pydantic,,,6,True,3,,,,
51,pydantic-sqs,andrewthetechie/pydantic-sqs,pydantic-sqs,[],aws,https://github.com/andrewthetechie/pydantic-sqs,https://github.com/andrewthetechie/pydantic-sqs,,2022-10-31 23:59:40,2024-02-06 12:25:31,2023-12-08 04:49:04,261,2.0,,3.0,288.0,3.0,,1,2023-02-19 17:12:21,0.2.0,2.0,Send and receive Pydantic models with AWS SQS.,,,2.0,https://pypi.org/project/pydantic-sqs,32.0,32.0,6,True,3,,,,
